""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV18414|Izimaplasmatales"	0.00380336351875809	0.000732830820770519	0.000146110334175207	0.0000396956665564009	0.000104148068797239	0.000334542834349829	0.000471405866982733	0.000903240374844756	0	0.00506641882395611	0.000225308592304102	0.000383009216931478	0.000575164981534177	0	0.0000858240178513957	0.00215941325291968	0	0	0.00122829067641682	0.000344018764659891	0.0000456152354886532	0.00063973063973064	0.00334302007997028	0.000942719252578407	0.000373717939845253	0.0043284612006775	0.00451461669167897	0.005652476468362	0	0.00471218700914719
"ASV18439|Izimaplasmatales"	0.000155239327296248	0.000261725293132328	0.0000417458097643449	0.0000264637777042673	0.0000892697732547759	0.0000514681283615121	0.0000808124343398971	0.0000564525234277972	0	0.000634719136781974	0.0000804673543943222	0.000185327040450715	0.000181631046800266	0	0	0.000025555186425085	0	0	0	0.0000312744331508991	0.000114038088721633	0.000404040404040404	0.000458845893329255	0	0.000207621077691807	0.00067958931894695	0.00102943182804768	0.0000976669800148942	0.000106764098792379	0.0000263988067739338
"ASV18566|Mollicutes_NED5E9"	0	0.00018320770519263	0	0.0000132318888521336	0	0	0.0000134687390566495	0.000592751495991871	0.00941104618075316	0.000272022487192275	0.00136794502470348	0.00170500877214658	0.000817339710601199	0.00273480355524462	0.00216705645074774	0.000587769287776954	0.00352843827574901	0.0000982668189802361	0.000571297989031079	0.0000938232994526974	0.000342114266164899	0.0000336700336700337	0.000830292568881508	0.000295479168718605	0.000429083560563068	0.00291700646132614	0.00164957148349808	0	0.000450781750456713	0.001993109911432
"ASV18565|Mollicutes_NED5E9"	0.00124191461836999	0.00211997487437186	0.000187856143939552	0.000423420443268277	0.00050586204844373	0.000283074705988317	0.000633030735662527	0.00081856158970306	0.00180447788126536	0.000204016865394206	0.00630864058451486	0.000518915713262003	0.00227038808500333	0.00055650072345094	0.00349732872744438	0.00415271779407631	0.00836833148584722	0.0000122833523725295	0.00201382541133455	0	0.000273691412931919	0.000134680134680135	0.000415146284440754	0	0.0000553656207178153	0.000156828304372373	0.000086819551763057	0.00096446142764708	0.000225390875228357	0.000501577328704743
"ASV6589|Clostridiales"	0.000517464424320828	0.0000523450586264657	0	0	0	0.0000257340641807561	0	0.0000282262617138986	0	0.000351362379290021	0	0	0	0	0	0	0	0	0.000199954296160878	0.00071931196247068	0.00104915041623902	0.00111111111111111	0.000327747066663753	0.000816085323127577	0.000124572646615084	0.000104552202914915	0.000148833517308098	0	0.000213528197584759	0.00120114570821399
"ASV5728|Methanomethylophilaceae"	0.00274256144890039	0.00431846733668342	0.00225427372727462	0.0016142904399603	0.00205320478485985	0.00167271417174914	0.00239743555208361	0.00160889691769222	0.00599641880543564	0.00861404542775536	0.0111044949064165	0.0140230793941041	0.0113216685838833	0.00844291097578427	0.0147831870749029	0.0115126114845008	0.0151910196562115	0.0016214025131739	0.00951211151736746	0.00831899921813917	0.00501767590375185	0.00525252525252525	0.00303712281775078	0.00447439884059602	0.00235303888050715	0.0080296091838655	0.00668510548575539	0.00786219189119898	0.00746162423782296	0.00628291601219625
"ASV5706|Methanomethylophilus_Can"	0.00144890038809832	0.00536536850921273	0.000814043290404726	0.000251405888190539	0.00184490864726537	0.00236753390462956	0.00227621690057377	0.001947612058259	0.00685701594880835	0.00863671396835472	0.00444179796256659	0.031604437964862	0	0	0.000364752075868432	0	0.00221698334139982	0.000663301028116594	0.025551302559415	0.00872556684910086	0.00663701676359904	0.0117845117845118	0.00871807197325584	0.00672566869749968	0.00382022782952925	0.00885557158689334	0.00430376920882583	0	0	0.00164992542337086
"ASV5708|Methanomethylophilus_Can"	0.000336351875808538	0.0000523450586264657	0.000438331002525622	0.000701290109163083	0.000044634886627388	0.000360276898530585	0.0000134687390566495	0.00019758383199729	0.00254014963285815	0.000646053407081652	0.00104607560712619	0.000259457856631002	0.00705333898407701	0.00270300351390457	0.00463449696397537	0.00015333111855051	0.0058547095283446	0.000798417904214418	0.000699840036563071	0.000625488663017983	0.000387729501653552	0.000808080808080808	0.00107064041776826	0.0000140704366056479	0.000968898362561767	0.00490349831670953	0.00342317089808625	0.000927836310141495	0.0057059479465705	0.00637531183590502
"ASV5710|Methanomethylophilus_Can"	0.000957309184993532	0.000209380234505863	0.0000417458097643449	0.000251405888190539	0.000133904659882164	0.0000772021925422682	0.000175093607736444	0.000112905046855594	0.000347014977166414	0.000328693838690665	0.000354056359335018	0.000420074625021621	0.000454077617000666	0.000318000413400537	0.00135172828115948	0.0101709641971838	0	0.0000368500571175885	0.000299931444241316	0.000656763096168882	0.000342114266164899	0.000437710437710438	0.000371446675552254	0.0000562817464225915	0.000110731241435631	0.000115007423206407	0.000086819551763057	0.00374797035807157	0	0
"ASV17669|Rhodospirillales"	0	0	0	0	0	0	0	0	0	0.000476039352586481	0	0	0	0	0	0	0	0	0.0000428473491773309	0.000218921032056294	0.000159653324210286	0.0000336700336700337	0	0.000112563492845183	0.0001799382673329	0.00120235033352153	0.00245575303558361	0	0	0.000593973152413511
"ASV17148|Alphaproteobacteria"	0	0.0000261725293132328	0	0	0.000193417842052015	0	0.000188562346793093	0.0000564525234277972	0	0.00060071632588294	0	0	0	0	0	0	0	0	0	0.00037529319781079	0	0.000606060606060606	0	0	0.000733594474511052	0.000512305794283085	0.00117826534535577	0	0	0
"ASV17134|Alphaproteobacteria"	0.0000517464424320828	0	0.0000417458097643449	0	0.0000148782955424627	0	0.0000808124343398971	0.0000564525234277972	0.000180447788126536	0.000249353946592918	0.000112654296152051	0.000123551360300477	0	0	0	0	0.0000312251174845045	0	0.00141396252285192	0	0.000159653324210286	0.000336700336700337	0.0000436996088885004	0.00303921430681994	0.0000830484310767229	0.000219559626121322	0.00066975082788644	0	0	0.000277187471126305
"ASV399|Bacteria"	0	0.000235552763819095	0	0	0.0000595131821698506	0	0	0	0	0.000102008432697103	0	0	0	0	0	0	0.00188911960781252	0	0.00502742230347349	0.00071931196247068	0	0.00202020202020202	0.0000436996088885004	0.00533269547354054	0	0	0	0	0	0.00217790155884954
"ASV5799|Fibrobacter"	0.000103492884864166	0	0.0000208729048821725	0.000264637777042673	0	0.000643351604518902	0	0.000395167663994581	0	0.00321893276510858	0	0.000148261632360572	0.00181631046800266	0.0163929213107977	0	0	0	0	0.00302787934186472	0.000312744331508991	0.000114038088721633	0.000909090909090909	0.000152948631109752	0	0	0.000104552202914915	0	0	0	0.0000131994033869669
"ASV5779|Fibrobacter"	0.00364812419146184	0	0.0053017178400718	0.00967251075090969	0	0.00473506780925912	0	0.00180648074968951	0.000582985161639576	0.00193816022124496	0	0.00123551360300477	0.00366289277713871	0.00561270729651949	0	0	0	0	0.0118115859232176	0.00275215011727912	0.00492644543277455	0.00646464646464646	0.000895841982214259	0	0.0166927346464213	0.00972335487108713	0.00338596251875922	0.00721514814860031	0.00749721227075375	0.0250128694183023
"ASV5803|Fibrobacter"	0.000465717981888745	0.000261725293132328	0.0000417458097643449	0.000595434998346014	0.000104148068797239	0.000257340641807561	0.000444468388869434	0.000338715140566783	0.0000277611981733132	0	0.000128747767030916	0.000247102720600954	0.001362232851002	0.00101760132288172	0.00311112064711309	0.00325828626919833	0.000499601879752073	0.00025795039982312	0.000199954296160878	0.000344018764659891	0.000638613296841145	0.000202020202020202	0.000415146284440754	0.000590958337437211	0.00171633424225227	0.000104552202914915	0.000173639103526114	0	0.00145910935016252	0.00170272303691873
"ASV5796|Fibrobacter"	0	0	0.0285958796885763	0	0	0	0	0	0	0.00422768282177993	0	0	0	0	0	0	0	0	0.00238516910420475	0	0	0	0	0.00171659326588904	0	0	0	0.00148942144522714	0	0
"ASV5795|Fibrobacter"	0.0000517464424320828	0.00130862646566164	0.0000208729048821725	0.000423420443268277	0.00132416830327918	0.00059188347615739	0.00129299894943835	0.000592751495991871	0.00131865691323238	0	0	0	0	0	0	0	0.000765015378370361	0	0.00454181901279707	0.000437842064112588	0.00107195803398335	0.000202020202020202	0.00098324119999126	0.0000281408732112957	0.00168865143189337	0.00268699161491333	0.00177359941458817	0	0.00848181451517237	0.00034318448806114
"ASV5781|Fibrobacter"	0.0239327296248383	0.00303601340033501	0.00732638961364253	0.00800529275554085	0.0142534071296792	0.00705113358552716	0.0167281739083587	0.02729479507734	0.000277611981733132	0.000249353946592918	0.00994576500313823	0.00208801798907806	0.0116849306774838	0.00907891180258534	0.008947153861008	0.0355344867240807	0.00605767279199388	0.00135116876097825	0.00716978976234004	0.000875684128225176	0.000707036150074125	0.00346801346801347	0.000808442764437258	0.000590958337437211	0.0000138414051794538	0	0	0	0	0
"ASV5811|Fibrobacter"	0	0	0	0	0.0000148782955424627	0	0.0000942811733965466	0.000141131308569493	0	0.0000340028108990343	0.00305775946698424	0	0	0.00141510183963239	0.0000214560044628489	0.000932764304515601	0.0000156125587422523	0.000024566704745059	0.000299931444241316	0	0	0	0	0	0	0	0	0	0	0
"ASV5827|Fibrobacteraceae"	0.000543337645536869	0.000863693467336683	0.0000417458097643449	0.00043665233212041	0.000476105457358805	0.000411745026892097	0.000296312259246289	0.000282262617138986	0.000305373179906445	0.0000793398920977467	0.0000804673543943222	0.0000864859522103338	0.00396561118847248	0.002369103079834	0.00223142446413629	0.00126498172804171	0.0000468376762267568	0.000208816990333002	0.00094264168190128	0.000125097732603597	0.000114038088721633	0.000269360269360269	0.000109249022221251	0.000126633929450831	0	0	0.0000124027931090081	0	0	0
"ASV5807|Fibrobacter"	0	0.000287897822445561	0.000375712287879104	0	0.000044634886627388	0.000257340641807561	0.0000673436952832476	0	0.0000832835945199395	0.000725393299179399	0.000547178009881391	0.000580691393412242	0.000332990252467155	0.00233730303849395	0.000472032098182676	0	0.000249800939876036	0.0000614167618626476	0.000614145338208409	0.0000625488663017983	0.000182460941954613	0.000134680134680135	0.0000873992177770009	0.000126633929450831	0.000650546043434329	0	0	0	0.0000118626776435977	0.000791964203218015
"ASV3914|Prevotellaceae_UCG-003"	0.00108667529107374	0	0.0000208729048821725	0.000198478332782005	0.0000595131821698506	0.0000772021925422682	0	0.0000282262617138986	0	0.0000566713514983905	0	0.00032123353678124	0	0	0	0.000025555186425085	0.000109287911195766	0.000147400228470354	0.0000428473491773309	0.0000312744331508991	0.0000456152354886532	0	0	0	0.0000276828103589076	0.000115007423206407	0.000086819551763057	0	0.0015540107713113	0.0037486305618986
"ASV3570|Prevotellaceae"	0.000103492884864166	0	0	0.0000396956665564009	0	0.0000257340641807561	0.000026937478113299	0	0.000319253778993101	0	0.000112654296152051	0.0000617756801502385	0.0000302718411333777	0.000143100186030242	0.0000429120089256979	0.000114998338912882	0.00302883639599694	0.000356217218803356	0	0.0000625488663017983	0.0000228076177443266	0	0	0	0	0	0.0000248055862180163	0	0.0000474507105743909	0.0000131994033869669
"ASV4043|Prevotellaceae_UCG-004"	0.000905562742561449	0.00410908710217755	0.00359013963973366	0.00475024809791598	0.000773671368208058	0.00113229882395327	0.00210112329283732	0.000508072710850175	0.00420582152325694	0.00477172779616448	0.00700065983230603	0.00339766240826311	0.00896046497547981	0.0104781136215477	0.0010084322097539	0.00199330454115663	0.00429345365411937	0.00362358894989621	0.00454181901279707	0.00525410476935106	0.00650017105713308	0.00377104377104377	0.000786592959993008	0.00201207243460765	0.00491369883870611	0.00304246910482404	0.0022821139320575	0.0000610418625093089	0.00188616574533204	0.00139913675901849
"ASV4061|Prevotellaceae_UCG-004"	0.0000517464424320828	0.0000523450586264657	0.00016698323905738	0	0.0000148782955424627	0	0.000175093607736444	0	0.000985522535152617	0.0000340028108990343	0.000128747767030916	0.000345943808841335	0.000302718411333777	0.000159000206700269	0.0000214560044628489	0.0101965193836089	0.000952366083277388	0.0000614167618626476	0.0000714122486288848	0.000187646598905395	0.000228076177443266	0.000168350168350168	0.000131098826665501	0.000239197422296014	0.000512131991639791	0.000470484913117119	0.000347278207052228	0	0.0000118626776435977	0.000567574345639577
"ASV4055|Prevotellaceae_UCG-004"	0	0.000889865996649916	0.000354839382996932	0.00029110155474694	0.000208296137594477	0.000411745026892097	0.000296312259246289	0.000141131308569493	0.00123537331871244	0.00137144670626105	0.000708112718670036	0.00289110183103116	0.000181631046800266	0.000604200785461021	0.000278928058017036	0.0010222074570034	0.00337231268832649	0.00167053592266401	0.000685557586837294	0.000312744331508991	0.000775459003307105	0.000505050505050505	0.000196648239998252	0.000211056549084718	0.000719753069331599	0.00193421575392594	0.000942612276284619	0.000231959077535374	0.000521957816318299	0.000514776732091709
"ASV3942|Prevotellaceae_UCG-003"	0.000232858990944373	0.000287897822445561	0.00016698323905738	0.000211710221634138	0.000119026364339701	0.000386010962711341	0.000161624868679794	0.000903240374844756	0.0000555223963466263	0.000113342702996781	0.0000643738835154578	0	0.0000302718411333777	0.0000636000826801075	0	0	0.0000780627937112613	0.000282517104568179	0.000271366544789762	0.0000625488663017983	0.0000228076177443266	0.000101010101010101	0	0	0	0.0000522761014574577	0.0000744167586540489	0.000256375822539097	0.000106764098792379	0.0000791964203218015
"ASV3897|Prevotellaceae_UCG-003"	0.00147477360931436	0.000209380234505863	0.00100189943434428	0.00146873966258683	0.00160685591858597	0.00120950101649554	0.000525280823209331	0.000395167663994581	0.0000971641936065961	0	0.0000965608252731867	0.000395364352961526	0.000393533934733911	0.000111300144690188	0.000836784174051108	0	0.000171738146164775	0.000049133409490118	0.000014282449725777	0.00109460516028147	0.000319306648420572	0.000909090909090909	0.000458845893329255	0.00240604465956579	0.00102426398327958	0.000355477489910712	0.000434097758815285	0	0.000462644428100311	0.000316785681287206
"ASV4079|Prevotellaceae_UCG-004"	0	0.0017535594639866	0	0	0.000178539546509552	0.000488947219434365	0.000390593432642836	0.0000846787851416958	0	0	0	0.0000617756801502385	0	0	0	0	0.00151441819799847	0	0	0.000437842064112588	0.00013684570646596	0.000336700336700337	0	0.000548747027620267	0.000276828103589076	0.000188193965246848	0.00033487541394322	0	0.000189802842297563	0.0000395982101609007
"ASV4070|Prevotellaceae_UCG-004"	0.000672703751617076	0.000654313232830821	0.000417458097643449	0.000238173999338406	0.000699279890495745	0.00084922411796495	0.000861999299625569	0.001947612058259	0.0000832835945199395	0.000226685405993562	0.000402336771971611	0.0000617756801502385	0.000847611551734576	0.0000636000826801075	0.000278928058017036	0	0	0.00025795039982312	0.0000285648994515539	0.000594214229867084	0.000661420914585472	0.000909090909090909	0.000830292568881508	0.000351760915141197	0.000304510913947984	0.000690044539238442	0.000446500551924293	0.0000610418625093089	0.0000474507105743909	0.0000131994033869669
"ASV3883|Prevotellaceae_UCG-003"	0.00155239327296248	0.000340242881072027	0.00102277233922645	0.000688058220310949	0.00171100398738321	0.00190432074937595	0.00332677854699243	0.000733882804561364	0.0034840303707508	0.000283356757491953	0.000965608252731867	0.00168029850008649	0.000454077617000666	0.000477000620100806	0.00231724848198768	0.0045104904040275	0.0006869525846591	0.000921251427939713	0.000571297989031079	0.0000312744331508991	0.000228076177443266	0.000437710437710438	0.0000873992177770009	0	0.000166096862153446	0.000334567049327729	0.000223250275962147	0.000695877232606121	0.00236067285107594	0.00298306516545452
"ASV3884|Prevotellaceae_UCG-003"	0.00183699870633894	0.000811348408710218	0.00248387568097852	0.00248759510420112	0.00443373207165387	0.00367997117784812	0.00365002828435202	0.00152421813255052	0.0010549255305859	0.000453370811987124	0	0.0000494205441201908	0	0	0	0	0.000374701409814054	0.000982668189802361	0.000557015539305302	0.0035652853792025	0.00159653324210286	0.00195286195286195	0.000305897262219503	0.000379901788352493	0.00369565518291417	0.0017251113480961	0.000979820655611644	0.000537168390081918	0	0.000448779715156875
"ASV3882|Prevotellaceae_UCG-003"	0.00175937904269082	0.000392587939698492	0.00202467177357073	0.00112471055243136	0.00276736297089805	0.00481227000180138	0.00218193572717722	0.000762109066275262	0.000180447788126536	0.000668721947681008	0.000402336771971611	0.000469495169141812	0.000696252346067688	0.0000954001240201612	0.00145900830347373	0.00112442820270374	0.000281026057360541	0.000638734323371535	0.000357061243144424	0.00175136825645035	0.00132284182917094	0.00195286195286195	0.00174798435554002	0.00305328474342559	0.00221462482871261	0.00232105890471112	0.001525543552408	0.00137954609271038	0.0015540107713113	0.00133313974208366
"ASV3872|Prevotellaceae_UCG-003"	0.000388098318240621	0.00136097152428811	0.0053017178400718	0.00276546477009593	0.000833184550377909	0.00401451401219795	0.00157584246962799	0.000592751495991871	0.00273447802007135	0.00442036541687446	0.00223699245216216	0.00682003508858633	0.00281528122540413	0.00190800248040322	0.000171648035702791	0.015946436329253	0.000796240495854866	0.00660844357642088	0.00175674131627057	0.00037529319781079	0.00225795415668833	0.000808080808080808	0.0050910044355103	0.0016462410828608	0.00076127728486996	0.00261380507287289	0.00053332010368735	0.0045659313156963	0.00083038743505184	0.00324705323319386
"ASV3890|Prevotellaceae_UCG-003"	0.000517464424320828	0.000444932998324958	0.000814043290404726	0.00205094277208071	0.000238052728679402	0.0012867032090378	0.000754249387172373	0.000338715140566783	0.000513582166206293	0.000430702271387768	0.00115872990327824	0.00107489683461415	0.000908155234001332	0.000699600909481182	0.00124444825884524	0.00150775599908001	0.0000624502349690091	0.00103180159929248	0.000971206581352834	0.00037529319781079	0.000615805679096818	0.00124579124579125	0.000327747066663753	0.000942719252578407	0.000207621077691807	0.000491395353700102	0.000483708931251318	0.0000366251175055853	0.00137607060665733	0.0017951188606275
"ASV3903|Prevotellaceae_UCG-003"	0	0.000706658291457286	0.000292220668350414	0	0.000476105457358805	0.0029851514449677	0.000659968213775826	0.000310488878852885	0.0000832835945199395	0.000408033730788412	0.000128747767030916	0.0000370654080901431	0.000211902887933644	0.0000318000413400537	0	0	0.00291954848480117	0	0.000128542047531993	0.000125097732603597	0	0.000303030303030303	0.0000655494133327507	0.0000703521830282394	0.000207621077691807	0.000376387930493695	0.000384486586379253	0	0.00166077487010368	0.00121434511160096
"ASV3878|Prevotellaceae_UCG-003"	0.00238033635187581	0.00348094639865997	0.00853701809680853	0.00215679788289778	0.00441885377611141	0.00373143930620963	0.00611480753171888	0.00175002822626171	0.00166567189039879	0.000725393299179399	0.00371759177301769	0.00174207418023672	0.00505539746927408	0.00211470274911357	0.00238161649537623	0	0.000374701409814054	0.00105636830403754	0.00252799360146252	0.00156372165754496	0.00125441897593796	0.00208754208754209	0.000589944719994756	0.000365831351746845	0.000885849931485044	0.00111870857118959	0.000843389931412554	0.000268584195040959	0.00129303186315215	0.00116154749805309
"ASV3893|Prevotellaceae_UCG-003"	0.00178525226390686	0.00133479899497487	0.00104364524410862	0.000211710221634138	0.00199369160269	0.000205872513446049	0.00249171672548016	0.00019758383199729	0.000222089585386505	0.000385365190189056	0.00043452371372934	0.000148261632360572	0.0000908155234001332	0.000127200165360215	0.000171648035702791	0.000894431524877974	0.0000468376762267568	0.0000614167618626476	0.000514168190127971	0.0000938232994526974	0.000456152354886532	0.000168350168350168	0.000327747066663753	0.00019698611247907	0.00094121555220286	0.00027183572757878	0.000161236310417106	0.00109875352516756	0.000510095138674702	0.00270587769432822
"ASV3866|Prevotellaceae_UCG-003"	0.0170504527813713	0.0174047319932998	0.064998225803085	0.00739662586834271	0.00480568946021544	0.0304176638616537	0.0173881421221345	0.0185728802077453	0.00489985147758977	0.000668721947681008	0.00331525500104608	0.0110084262027725	0.00496458194587395	0.00332310432003562	0.00435556890595833	0	0.0251674446925107	0.000651017675744064	0.000571297989031079	0.00578577013291634	0.0182689018132056	0.00441077441077441	0.0171957960976249	0.00744326096438773	0.00440156684706631	0.00177738744955356	0.00102943182804768	0.00286896753793752	0	0.000580773749026544
"ASV2055|Bacteroidales"	0.000517464424320828	0.000157035175879397	0	0.00138934832947403	0.000044634886627388	0.00257340641807561	0.0000673436952832476	0.00471378570622107	0.00052746276529295	0.000521376433785193	0	0	0	0	0	0	0	0	0	0.000281469898358092	0.000319306648420572	0.000404040404040404	0.000109249022221251	0	0.000525973396819245	0.000501850573991594	0.000396889379488261	0	0.00371301810244608	0.00216470215546257
"ASV3545|Prevotellaceae"	0.000439844760672704	0.000130862646566164	0	0.0013364207740655	0.0000148782955424627	0.000746287861241926	0.0000673436952832476	0.000282262617138986	0.000374776175339728	0.000124676973296459	0.000177028179667509	0.000667177345622575	0.000454077617000666	0.000302100392730511	0.0000429120089256979	0	0.0000468376762267568	0.000626450970999005	0.000242801645338208	0.000187646598905395	0.000456152354886532	0.000202020202020202	0.000524395306662005	0.00026733829550731	0.0000415242155383615	0.0000627313217489493	0.0000620139655450407	0	0.00015421480936677	0.0000131994033869669
"ASV3414|Alloprevotella"	0.00206985769728331	0.000157035175879397	0.00235863825168549	0.00255375454846179	0.0024697970600488	0.00205872513446049	0.000484874606039383	0	0	0.000158679784195493	0.000708112718670036	0.00431194247448664	0.00224011624386995	0.00119250155025202	0.000364752075868432	0	0.0000156125587422523	0.00746827824249794	0.000442755941499086	0	0.0053141749344281	0.0000336700336700337	0.000480695697773505	0.0036442430808628	0.000442924965742522	0.00134872341760241	0.00171158544904312	0	0.000877838145626231	0
"ASV3432|Alloprevotella"	0.0000517464424320828	0.000104690117252931	0.0000626187146465174	0.000211710221634138	0.000238052728679402	0.0000514681283615121	0.000323249737359588	0.00121372925369764	0.0000832835945199395	0.000736727569479077	0.000177028179667509	0.000753663297832909	0.0000302718411333777	0.0000795001033501344	0	0.0000511103728501699	0.00252923451624487	0	0	0	0.000364921883909226	0.000134680134680135	0.00211943103109227	0	0.000262986698409623	0.000230014846412814	0.00013643072419909	0	0.000628721915110679	0.000475178521930809
"ASV3477|Prevotellaceae"	0.000258732212160414	0.000261725293132328	0.00212903629798159	0.00213033410519352	0.000535618639528656	0.00301088550914846	0.000713843170002424	0.00177825448797561	0.00140194050775231	0.00104275286757039	0.0011748233741571	0.00988410882403815	0.00287582490767088	0.00116070150891196	0.000879696182976806	0.000932764304515601	0.00171738146164775	0.0160666249032686	0.00032849634369287	0.000281469898358092	0.00328429695518303	0.000202020202020202	0.00292787379552953	0.00026733829550731	0.000692070258972691	0.00179829789013655	0.0019720441043323	0.00621406160344764	0.000806662079764645	0.000963556447248584
"ASV3439|Alloprevotella"	0	0	0	0	0	0	0	0	0.0000416417972599697	0	0	0.00425016679433641	0.0000302718411333777	0.0000795001033501344	0.000236016049091338	0.000178886304975595	0.0000312251174845045	0	0	0	0	0	0	0	0	0	0.0000248055862180163	0	0.0000355880329307931	0.0000659970169348345
"ASV1961|Bacteroidales"	0.00385510996119017	0.000287897822445561	0.00269260472980025	0.00247436321534899	0.00249955365113373	0.00313955583005224	0.0056299329256795	0.0115163147792706	0	0.00103141859727071	0	0.0000741308161802861	0	0	0	0	0.0000780627937112613	0.00682954391912641	0.000271366544789762	0.00184519155590305	0.00675105485232068	0.00181818181818182	0.000502545502217755	0	0	0.0074127511866675	0.00719362000322473	0.000708085605107983	0.0067380009015635	0.0132917992106757
"ASV3844|Prevotellaceae_UCG-001"	0.00129366106080207	0.000418760469011725	0.000960153624579933	0.000489579887528945	0.00028268761530679	0.00133817133739932	0.000592624518492579	0.0000846787851416958	0.000541343364379607	0.0000566713514983905	0.000466710655487069	0.000111196224270429	0.000514621299267421	0.000699600909481182	0.000622224129422619	0.000166108711763052	0.000156125587422523	0.0000859834666077066	0.00014282449725777	0.0000312744331508991	0.000182460941954613	0.000168350168350168	0.000218498044442502	0.0000984930562395351	0.000193779672512353	0.0000940969826234239	0.0000496111724360326	0	0.000237253552871954	0.000316785681287206
"ASV3839|Prevotellaceae_UCG-001"	0.00163001293661061	0.00170121440536013	0.000855789100169071	0.0015745947734039	0.000699279890495745	0.000952160374687975	0.00286884141906635	0.00107259794512815	0.0022070152547784	0.00139411524686041	0.00366931136038109	0.000852504386073291	0.00178603862686929	0.00116070150891196	0.00502070504430665	0.000638879660627124	0.000733790260885857	0.000331650514058297	0.00201382541133455	0.000594214229867084	0.000980727563006044	0.00111111111111111	0.000895841982214259	0.00046432440798638	0.000429083560563068	0.000428664031951153	0.000260458655289171	0	0.000960876889131415	0.000514776732091709
"ASV3488|Prevotellaceae"	0.00100905562742561	0.00601968174204355	0.00281784215909328	0.00361230565663248	0.00391299172766768	0.00362850304948661	0.00323249737359588	0.00166534944112002	0.000166567189039879	0.000793398920977467	0.0000321869417577289	0.000358298944871383	0.000544893140400799	0.00440430572559744	0.00216705645074774	0	0.0000468376762267568	0.000589600913881417	0.000628427787934187	0.000531665363565285	0.00100353518075037	0.000471380471380471	0.000218498044442502	0.000379901788352493	0	0.00054367145515756	0.000483708931251318	0.00605535276092344	0.00117440508671617	0.0000263988067739338
"ASV2032|Bacteroidales"	0.0007503234152652	0.000916038525963149	0.0020455446784529	0.00313595765795567	0.00151758614533119	0.000772021925422682	0.00055221830132263	0.00149599187083663	0.000888358341546021	0.00104275286757039	0.000627645364275713	0.0000741308161802861	0.000242174729067022	0.0000795001033501344	0.000622224129422619	0	0	0.000270233752195649	0.00109974862888483	0.000906958561376075	0.00139126468240392	0.00138047138047138	0.000240347848886752	0.000830155759733225	0.000525973396819245	0.0000940969826234239	0.0000620139655450407	0.00227075728534629	0.000735486013903058	0.000197991050804504
"ASV1986|Bacteroidales"	0.00424320827943079	0.00266959798994975	0.00296395249326849	0.00263314588157459	0.00416592275188954	0.00506961064360895	0.00259946663793336	0.00155244439426442	0.000305373179906445	0.00224418551933627	0.00119091684503597	0.000345943808841335	0.000696252346067688	0.00119250155025202	0.00150192031239943	0.00134164728731696	0.000265413498618289	0.00400437287344462	0.00487031535648995	0.000531665363565285	0.00193864750826776	0.00198653198653199	0.000458845893329255	0.00106935318202924	0.000913532741843952	0.000376387930493695	0.000644945241668424	0	0.00098460224441861	0.00137273795224456
"ASV3827|Prevotellaceae_NK3B31 "	0.00219922380336352	0.0000261725293132328	0.00154459496128076	0.000754217664571618	0.00153246444087365	0.00110656475977251	0.000875468038682219	0.00104437168341425	0.0014713435031856	0.000226685405993562	0.000627645364275713	0.00658528750401542	0.00233093176727009	0.000524700682110887	0.00714484948612869	0.000715545219902379	0.00682268817036424	0.000393067275920944	0.000157106946983547	0.000437842064112588	0.00602121108450222	0.000471380471380471	0.00194463259553827	0.00130855060432525	0.00174401705261118	0.00165192480605566	0.00138911282820891	0.00222192379533884	0.000794799402121047	0.000435580311769908
"ASV3583|Prevotellaceae"	0	0	0	0	0	0	0.0000134687390566495	0	0	0.0000566713514983905	0	0	0	0	0	0.00218496843934477	0	0.000282517104568179	0	0	0.000159653324210286	0.0000673400673400673	0	0	0.0000553656207178153	0.0000104552202914915	0.0000124027931090081	0.000109875352516756	0.00015421480936677	0
"ASV3828|Prevotellaceae_NK3B31 "	0.000232858990944373	0.000157035175879397	0.000271347763468242	0.000304333443599074	0.000520740343986193	0.000360276898530585	0.000175093607736444	0.000366941402280682	0.000235970184473162	0.0000680056217980686	0.000321869417577289	0.000172971904420668	0.0000605436822667555	0.000302100392730511	0.000171648035702791	0.000293884643888477	0.0000624502349690091	0.000122833523725295	0.000214236745886654	0	0.00013684570646596	0.000134680134680135	0.0000655494133327507	0.0000844226196338872	0.0000138414051794538	0.0000522761014574577	0.0000620139655450407	0.0000732502350111707	0.000237253552871954	0
